cs_company_id,matched_name,incorp_date,employees,creditworthy,credit_score,credit_limit,sector,office_type_code,common_score,currency,is_active,country_code,estimated_revenue,reg_type,profit,dbt_ltd,dbt_nltd,dbt,probability_of_default,ultimate_holding_company_identifier,ultimate_holding_company,ultimate_holding_company_country,common_score_bulk_365,credit_score_bulk_365,credit_limit_bulk_365,profit_bulk_365,estimated_revenue_bulk_365,dbt_ltd_bulk_365,dbt_nltd_bulk_365,dbt_bulk_365,probability_of_default_bulk_365,group_structure_count
BE01489151,GERECHTSDEURWAARDERSKANTOOR ETIENNE SNOECK,18-03-2011,,Y,66,9000,M,HEAD OFFICE,B,EUR,TRUE,BE,,LIMITED,4358,,,,0.00323,,,,B,69,8500,21006,,,,,0.00262,0
BE01477539,CABINET MÉDICAL DOCTEUR THOMA,25-01-2011,,Y,77,53000,Q,HEAD OFFICE,A,EUR,TRUE,BE,,LIMITED,135295,,,,0.00156,,,,A,91,81000,50499,,,,,0.00068,0
BE01489402,JFK COMMUNICATIONS,01-10-2010,,Y,57,1500,N,HEAD OFFICE,B,,TRUE,BE,,LIMITED,,,,,0.00564,,,,B,57,1500,,,,,,0.00564,0
BE02222432,"DE RUYCK, ANDRÉ",01-01-1977,,Y,46,1500,F,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01097,,,,C,46,1500,,,,,,0.01097,0
BE01488396,A & S,15-03-2011,,N,-3,0,G,HEAD OFFICE,not_scored,EUR,TRUE,BE,286561,LIMITED,22017,,,,,,,,C,40,500,-4120,,,,,0.01615,0
BE01489316,ARMOR SA,01-01-1997,,N,-11,0,G,HEAD OFFICE,not_scored,,TRUE,BE,,LIMITED,,,,,,,,,not_scored,-11,0,,,,,,,0
BE01930146,"CHRISTIAENS, SERGE",18-04-1985,,Y,46,1500,F,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01097,,,,C,46,1500,,,,,,0.01097,0
BE02157536,"VERENIGING VAN MEDE-EIGENAARS RESIDENTIE AQUITAINE TE MIDDELKERKE, ZEEDIJK 238-239",01-08-1995,,Y,100,6000,L,HEAD OFFICE,A,,TRUE,BE,,LIMITED,,,,,0.00013,,,,A,100,6000,,,,,,0.00013,0
BE02311726,"BATISTA BRANCO, CRISTINA",15-03-1988,,Y,67,3000,N,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00304,,,,B,67,3000,,,,,,0.00304,0
BE02268264,"LECOCQ, ISABELLE",01-09-1993,,Y,57,1500,Q,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00557,,,,B,57,1500,,,,,,0.00557,0
BE02284584,"SELLESLAGS, LOUIS",11-08-1982,,Y,46,1500,G,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01097,,,,C,46,1500,,,,,,0.01097,0
BE02249759,"D'AWANS, MICHEL",20-06-1996,,Y,50,1500,,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.00877,,,,C,50,1500,,,,,,0.00877,0
BE02283534,V.M.E. JOSEPH MERTENSSTRAAT 1,01-09-1993,,Y,57,1500,N,HEAD OFFICE,B,,TRUE,BE,,LIMITED,,,,,0.00551,,,,B,57,1500,,,,,,0.00551,0
BE02316496,"CLAES, EDDY",26-03-1984,,Y,67,3000,C,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00304,,,,B,67,3000,,,,,,0.00304,0
BE02268902,VHS IMMO,13-09-2010,,Y,55,500,J,HEAD OFFICE,B,EUR,TRUE,BE,,LIMITED,-142324,,,,0.00647,,,,B,55,500,-185015,,,,,0.00647,0
BE02243962,"MEIRLAEN, GUY",27-11-1978,,Y,67,3000,,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00304,,,,B,67,3000,,,,,,0.00304,0
BE02310924,"PEREZ-VAZQUEZ, MARIA",03-03-1986,,Y,46,1500,G,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01097,,,,C,46,1500,,,,,,0.01097,0
BE02243957,"GOSSYE, JOOST",01-03-1979,,N,-9,0,G,HEAD OFFICE,not_scored,,FALSE,BE,,NON LIMITED,,,,,,,,,C,46,1500,,,,,,0.01097,0
BE02311731,"TULKENS, ROBERT",11-03-1988,,Y,67,3000,,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00304,,,,B,67,3000,,,,,,0.00304,0
BE02247250,"HERMANS, ERWIN",01-02-1975,,Y,30,750,I,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.02853,,,,C,30,750,,,,,,0.02853,0
BE02255076,"LERMINIAUX, FABIEN",25-02-1985,,N,-9,0,I,HEAD OFFICE,not_scored,,FALSE,BE,,NON LIMITED,,,,,,,,,C,30,750,,,,,,0.02853,0
BE02243803,"MINET, CHANTAL",14-09-1978,,Y,67,3000,N,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00304,,,,B,67,3000,,,,,,0.00304,0
BE02314681,"DEPREZ, SABINE",12-10-1995,,Y,50,1500,,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.00877,,,,C,50,1500,,,,,,0.00877,0
BE02280972,"VANROY, LEONARD",04-09-1992,,Y,67,3000,C,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00304,,,,C,50,1500,,,,,,0.00877,0
BE02309781,"VAN BAEL, JAN",01-01-1986,,Y,30,750,I,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.02853,,,,C,30,750,,,,,,0.02853,0
BE02246252,"VAN WAETERMEULEN, EDDY",28-01-1986,,Y,46,1500,G,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01097,,,,C,46,1500,,,,,,0.01097,0
BE02245938,"HOUBAER, CAMILLE",01-08-1973,,Y,46,1500,F,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01097,,,,C,46,1500,,,,,,0.01097,0
BE02244989,"JACOBS, PETER",03-04-1996,,N,28,0,G,HEAD OFFICE,D,,TRUE,BE,,NON LIMITED,,,,,0.03116,,,,D,28,0,,,,,,0.03116,0
BE02243970,"SCHWAB, GILBERT",20-11-1978,,Y,67,3000,,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00304,,,,B,67,3000,,,,,,0.00304,0
BE02243332,"RINGOET, PIERRE",07-10-1988,,Y,46,1500,G,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01097,,,,C,46,1500,,,,,,0.01097,0
BE02266802,LANDES MECKLENBURG VORPOMMERN BEIM BUND,15-11-1991,,N,-11,0,U,HEAD OFFICE,not_scored,,TRUE,BE,,LIMITED,,,,,,,,,not_scored,-11,0,,,,,,,0
BE02300869,"SCHOOFS, JOANNES",29-11-1988,,Y,74,3000,A,HEAD OFFICE,A,,TRUE,BE,,NON LIMITED,,,,,0.00193,,,,A,74,3000,,,,,,0.00193,0
BE02288617,"JANSSENS, ISABELLE",01-02-1996,,Y,57,1500,P,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00557,,,,C,50,1500,,,,,,0.00877,0
BE02286345,"DECROIX, LUC",03-10-1984,,Y,67,3000,,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00304,,,,B,67,3000,,,,,,0.00304,0
BE02285345,"COLLETTE, HENRI",12-01-1993,,Y,68,3000,R,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00282,,,,B,51,1500,,,,,,0.00813,0
BE02250899,"VAN DEN BOSCH, AIMÉE",02-09-1977,,N,-9,0,G,HEAD OFFICE,not_scored,,FALSE,BE,,NON LIMITED,,,,,,,,,C,46,1500,,,,,,0.01097,0
BE02250825,"SANTANGELO, CARMELA",05-03-1977,,Y,46,1500,F,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01097,,,,C,46,1500,,,,,,0.01097,0
BE02236716,"AMEYS, NICOLE",01-07-1977,,Y,68,3000,S,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00282,,,,B,68,3000,,,,,,0.00282,0
BE02236784,"HERMANS, JOZEF",01-02-1959,,Y,46,1500,G,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01097,,,,C,46,1500,,,,,,0.01097,0
BE02236685,"DUESBERG DE LA MORINERIE, JEAN",01-07-1977,,Y,68,3000,S,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00282,,,,B,68,3000,,,,,,0.00282,0
BE02239854,"BATAILLE, THÉRÈSE",01-04-1966,,Y,67,3000,C,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00304,,,,B,67,3000,,,,,,0.00304,0
BE02223331,"DESPLENTER, DIRK",08-11-1984,,Y,46,1500,G,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01097,,,,C,46,1500,,,,,,0.01097,0
BE02236949,"SCHEPENS, RENÉ",01-10-1973,,Y,46,1500,G,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01097,,,,C,46,1500,,,,,,0.01097,0
BE02280168,"MOTTART, RAOUL",29-01-1997,,Y,50,1500,J,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.00877,,,,C,50,1500,,,,,,0.00877,0
BE02217125,"DE WANNEMAEKER, MARIA",01-07-1985,,Y,68,3000,K,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00282,,,,B,68,3000,,,,,,0.00282,0
BE02149414,"NORMAND, EDDY",04-08-1997,,Y,51,1500,R,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00813,,,,B,51,1500,,,,,,0.00813,0
BE02223138,"SLIWA, THIERRY",16-09-2002,,Y,51,1500,K,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00813,,,,B,51,1500,,,,,,0.00813,0
BE02239256,"RAES, HEDWIGE",01-01-1974,,Y,46,1500,G,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01097,,,,C,46,1500,,,,,,0.01097,0
BE02216996,"BRASPENNING, LUDOVICUS",15-05-1976,,Y,46,1500,F,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01097,,,,C,46,1500,,,,,,0.01097,0
BE02217580,"ILARDI, GIUSEPPE",01-09-1974,,Y,46,1500,G,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01097,,,,C,46,1500,,,,,,0.01097,0
BE02425075,AMBASSADE - INDE - INDIA,11-03-1988,,Y,98,17500,U,HEAD OFFICE,A,,TRUE,BE,,LIMITED,,,,,0.00044,,,,A,98,17500,,,,,,0.00044,0
BE02466140,"WILLEKENS, SYLVIA",15-11-1982,,Y,67,3000,N,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00304,,,,B,67,3000,,,,,,0.00304,0
BE02399331,"VALEE, RUDI",01-10-1991,,Y,68,3000,M,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00282,,,,B,68,3000,,,,,,0.00282,0
BE02479645,"HAENEBALCKE, FILIP",03-08-1993,,Y,67,3000,,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00304,,,,C,50,1500,,,,,,0.00877,0
BE02501128,SC BLINDAGE,01-06-2011,4,Y,53,12500,C,HEAD OFFICE,B,EUR,TRUE,BE,,LIMITED,2059,,,,0.00723,,,,C,45,10500,8519,,,,,0.01185,0
BE02500309,YBK-INVEST,31-05-2011,,Y,58,500,L,HEAD OFFICE,B,EUR,TRUE,BE,,LIMITED,-21362,,,,0.00517,,,,C,33,0,19203,,,,,0.02392,0
BE02485790,PUPPIES  & COMPANY,24-03-2011,,Y,40,500,S,HEAD OFFICE,C,EUR,TRUE,BE,,LIMITED,-12671,,,,0.01615,,,,C,48,500,4370,,,,,0.00976,0
BE02486714,"BARBIEUX, BETTY",01-04-2011,,N,21,0,G,HEAD OFFICE,D,,TRUE,BE,,NON LIMITED,,,,,0.05255,,,,D,21,0,,,,,,0.05255,0
BE02481935,"TANIR, METIN",26-08-1996,,N,28,0,H,HEAD OFFICE,D,,TRUE,BE,,NON LIMITED,,,,,0.03116,,,,D,28,0,,,,,,0.03116,0
BE02499970,"VLEUGELS, JAN",21-04-2011,,Y,48,1500,A,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.00957,,,,C,48,1500,,,,,,0.00957,0
BE02488441,"VANBERGEN, AXELLE",04-04-2011,,Y,41,750,C,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01504,,,,C,41,750,,,,,,0.01504,0
BE02490431,"MASSANT, KATHLEEN",04-04-2011,,Y,42,750,M,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01394,,,,C,42,750,,,,,,0.01394,0
BE02344196,TELEFUTURE INTERNATIONAL HOLDING BV,01-01-2000,,N,-11,0,,HEAD OFFICE,not_scored,,TRUE,BE,,LIMITED,,,,,,,,,not_scored,-11,0,,,,,,,0
BE02491805,OSAKA HOCKEY EUROPE,08-04-2011,,Y,49,65000,G,HEAD OFFICE,C,EUR,TRUE,BE,,LIMITED,5685,,,,0.00897,,,,B,58,180000,102988,,,,,0.00513,0
BE02488174,"NAUWELAERS, AURORE",01-04-2011,,Y,42,750,S,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01394,,,,C,42,750,,,,,,0.01394,0
BE02489823,SACH.COM,07-04-2011,,N,-3,0,J,HEAD OFFICE,not_scored,EUR,TRUE,BE,,LIMITED,-52621,,,,,,,,B,51,4000,26216,,,,,0.00831,0
BE02492060,"VAN DER BORGHT, CHRIS",19-04-2011,,N,-4,0,N,HEAD OFFICE,not_scored,,FALSE,BE,,NON LIMITED,,,,,,,,,C,41,750,,,,,,0.01504,0
BE02499940,RADERMACHER & SCHOFFERS - CASADEMONT,02-05-2011,,Y,70,3000,M,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00242,,,,B,70,3000,,,,,,0.00242,0
BE02338903,"PENASSE, ALAIN",05-12-1991,,Y,67,3000,,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00304,,,,B,67,3000,,,,,,0.00304,0
BE02491597,ASSOCIATION POUR LE DÉVELOPPEMENT DES RELATIONS EUROPE ALBANIE,14-04-2011,,Y,77,4500,,HEAD OFFICE,A,,TRUE,BE,,LIMITED,,,,,0.00156,,,,A,77,4500,,,,,,0.00156,0
BE02492098,TIME TO ACT,22-04-2011,0,N,28,0,G,HEAD OFFICE,D,EUR,TRUE,BE,,LIMITED,-10163,,,,0.03213,,,,D,27,0,17639,,,,,0.03371,0
BE02493102,PATRICK VERSCHUEREN CONSULTING,12-04-2011,,N,-8,0,M,HEAD OFFICE,not_scored,EUR,FALSE,BE,,LIMITED,-2589,,,,,,,,B,69,22000,64941,,,,,0.00263,0
BE02493343,URBAN PARTNERS,19-04-2011,,Y,49,5500,L,HEAD OFFICE,C,EUR,TRUE,BE,,LIMITED,-830,,,,0.00927,,,,C,49,5000,6404,,,,,0.00927,0
BE02493689,FARCHICH,28-04-2011,,N,-8,0,S,HEAD OFFICE,not_scored,EUR,FALSE,BE,24166,LIMITED,-9464,,,,,,,,not_scored,-3,0,-9464,24166,,,,,0
BE02497377,IL NABUCCO,13-05-2011,,Y,31,0,I,HEAD OFFICE,C,EUR,TRUE,BE,,LIMITED,465,,,,0.02711,,,,C,41,0,-3236,,,,,0.01496,0
BE02494452,DEL ENTREPRISE,19-04-2011,,Y,47,4500,F,HEAD OFFICE,C,EUR,TRUE,BE,,LIMITED,23543,,,,0.01051,,,,C,41,3000,17954,52640,,,,0.01485,0
BE02496930,"JORISSEN, LIESBET",09-05-2011,,Y,42,750,R,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01394,,,,C,42,750,,,,,,0.01394,0
BE02495757,JAPILOBO,03-05-2011,,Y,58,4500,L,HEAD OFFICE,B,EUR,TRUE,BE,,LIMITED,28640,,,,0.00522,,,,B,58,4000,25649,,,,,0.00522,0
BE02497865,VTX SERVICES,16-05-2011,,Y,71,20500,C,HEAD OFFICE,A,EUR,TRUE,BE,,LIMITED,8467,,,,0.00228,,,,A,71,19000,14651,,,,,0.00228,0
BE02314456,"PIRMEZ, MICHEL",20-09-1994,,Y,50,1500,N,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.00877,,,,C,50,1500,,,,,,0.00877,0
BE02498090,VANDENBULCKE PETER,13-05-2011,,Y,60,3500,F,HEAD OFFICE,B,EUR,TRUE,BE,,LIMITED,35749,,,,0.00467,,,,not_scored,-3,0,5417,,,,,,0
BE02295371,"BRUYNINCKX, FRANCIS",18-07-1995,,N,28,0,G,HEAD OFFICE,D,,TRUE,BE,,NON LIMITED,,,,,0.03116,,,,D,28,0,,,,,,0.03116,0
BE02500835,SMP,27-05-2011,,Y,91,31000,Q,HEAD OFFICE,A,EUR,TRUE,BE,,LIMITED,2859,,,,0.00068,,,,A,91,37500,52260,,,,,0.00068,0
BE02314254,"VERVAET, PHILIPPE",07-10-1993,,N,28,0,H,HEAD OFFICE,D,,TRUE,BE,,NON LIMITED,,,,,0.03116,,,,D,28,0,,,,,,0.03116,0
BE02317578,"DE PAEPE, JULBERTE",01-06-1966,,Y,30,750,I,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.02853,,,,C,30,750,,,,,,0.02853,0
BE02276689,"GRANDJEAN, ANNE",02-07-1979,,Y,30,750,I,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.02853,,,,C,30,750,,,,,,0.02853,0
BE02312597,"AMPE, BRIGITTA",01-10-1982,,Y,67,3000,,HEAD OFFICE,B,,TRUE,BE,,NON LIMITED,,,,,0.00304,,,,B,67,3000,,,,,,0.00304,0
BE02501050,"COLLIGNON, NATHALIE",01-06-2011,,N,21,0,G,HEAD OFFICE,D,,TRUE,BE,,NON LIMITED,,,,,0.05255,,,,D,21,0,,,,,,0.05255,0
BE02504159,FRANKELEK,27-06-2011,,Y,44,750,F,HEAD OFFICE,C,,TRUE,BE,,LIMITED,,,,,0.01244,,,,C,44,750,,,,,,0.01244,0
BE02505481,"TEGLAS-SZABO, GABRIEL",01-07-2011,,N,21,0,F,HEAD OFFICE,D,,TRUE,BE,,NON LIMITED,,,,,0.05255,,,,D,21,0,,,,,,0.05255,0
BE02506690,ISOHEAT D & V,29-06-2011,,Y,73,37500,F,HEAD OFFICE,A,EUR,TRUE,BE,,LIMITED,240010,,,,0.00203,BE02509130,VERSTRAETE DOMIEN BV,BEL,B,51,15000,96737,,,,,0.00782,2
BE02506724,M.M.D.B. CONSULT,29-06-2011,,Y,54,6500,M,HEAD OFFICE,B,EUR,TRUE,BE,,LIMITED,-113943,,,,0.00679,,,,A,83,16500,-6603,,,,,0.00113,0
BE02507074,FLASH WASH,05-07-2011,,N,21,0,C,HEAD OFFICE,D,EUR,TRUE,BE,,LIMITED,-12471,,,,0.05265,,,,D,22,0,11304,,,,,0.04873,0
BE02506643,"BURGHELEA, DANIEL",04-07-2011,,N,21,0,H,HEAD OFFICE,D,,TRUE,BE,,NON LIMITED,,,,,0.05255,,,,D,21,0,,,,,,0.05255,0
BE02508255,ASCEND SOLUTIONS,07-07-2011,,Y,91,45500,M,HEAD OFFICE,A,EUR,TRUE,BE,,LIMITED,68535,,,,0.00068,,,,A,91,36000,48405,154446,,,,0.00068,0
BE02506722,SCHREINER TRANSPORTE GMBH,31-05-2011,,N,-11,0,H,HEAD OFFICE,not_scored,,TRUE,BE,,LIMITED,,,,,,,,,not_scored,-11,0,,,,,,,0
BE02510745,KASKA,25-07-2011,,Y,44,750,G,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01244,,,,C,44,750,,,,,,0.01244,0
BE02511059,"WILLEMS, FRANCINE",01-07-2011,,Y,48,1500,A,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.00957,,,,C,48,1500,,,,,,0.00957,0
BE02499025,ZAKENKANTOOR VDL,20-05-2011,,Y,70,3000,K,HEAD OFFICE,B,,TRUE,BE,,LIMITED,,,,,0.00242,,,,B,70,3000,,,,,,0.00242,0
BE02511496,"MENEGOLI, JOHANNA",25-05-2011,,Y,48,1500,Q,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.00957,,,,C,48,1500,,,,,,0.00957,0
BE02511541,"KINET, DENIS",01-07-2011,,Y,48,1500,A,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.00957,,,,C,48,1500,,,,,,0.00957,0
BE02526440,"GEEURICKX, CECILE",20-10-2011,,N,21,0,H,HEAD OFFICE,D,,TRUE,BE,,NON LIMITED,,,,,0.05255,,,,D,21,0,,,,,,0.05255,0
BE02514691,BERO CONSULT,11-08-2011,,Y,91,47000,M,HEAD OFFICE,A,EUR,TRUE,BE,,LIMITED,54180,,,,0.00068,,,,A,74,31500,46255,,,,,0.00198,0
BE02514609,DORIAN GROEP,24-06-2011,7,Y,72,300000,M,HEAD OFFICE,A,EUR,TRUE,BE,1195728,LIMITED,55089,,,,0.00217,,,,B,63,115000,-79368,1214209,,,,0.00381,18
BE02514773,F.M BUSINESS INVEST,18-08-2011,,Y,93,41000,M,HEAD OFFICE,A,EUR,TRUE,BE,,LIMITED,-253,,,,0.00058,,,,A,93,50000,58632,,,,,0.00058,0
BE02517392,"DE LATHOUWER, SARAH",26-01-2011,,N,21,0,G,HEAD OFFICE,D,,TRUE,BE,,NON LIMITED,,,,,0.05255,,,,D,21,0,,,,,,0.05255,0
BE02517580,"SAPONARA, MARGHERITA",06-09-2011,,Y,42,750,S,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01394,,,,C,42,750,,,,,,0.01394,0
BE02514837,C.M. DEVAND,17-08-2011,,Y,73,3000,Q,HEAD OFFICE,A,EUR,TRUE,BE,,LIMITED,-8353,,,,0.00204,,,,A,73,3500,4034,,,,,0.00204,0
BE02517875,WAYS OF WORKING,26-08-2011,,Y,80,19000,M,HEAD OFFICE,A,EUR,TRUE,BE,,LIMITED,-30293,,,,0.00134,,,,B,69,19500,-48785,,,,,0.00262,0
BE02517850,FLV,05-09-2011,1,Y,81,32500,M,HEAD OFFICE,A,EUR,TRUE,BE,,LIMITED,-15946,,,,0.00121,,,,A,74,38000,62427,,,,,0.00198,0
BE02517155,DIERENARTSPRAKTIJK VULSTEKE KAREL,31-08-2011,,Y,69,34000,M,HEAD OFFICE,B,EUR,TRUE,BE,,LIMITED,52655,,,,0.00263,,,,A,77,34000,59597,,,,,0.00156,0
BE02517400,"RUCQUOY, BENOIT",05-09-2011,,N,21,0,F,HEAD OFFICE,D,,TRUE,BE,,NON LIMITED,,,,,0.05255,,,,D,21,0,,,,,,0.05255,0
BE02518779,"SINGH, HARLAKHBINDER",19-09-2011,,N,21,0,G,HEAD OFFICE,D,,TRUE,BE,,NON LIMITED,,,,,0.05255,,,,D,21,0,,,,,,0.05255,0
BE02518322,ECK COM'EVENT,09-09-2011,,N,-8,0,R,HEAD OFFICE,not_scored,EUR,FALSE,BE,,LIMITED,-27307,,,,,,,,B,66,4500,9044,,,,,0.00323,0
BE02519104,MULTY EPDM ROOFING TRADE,21-09-2011,0,Y,73,48000,G,HEAD OFFICE,A,EUR,TRUE,BE,,LIMITED,32593,,,,0.00203,,,,A,73,40500,38706,,,,,0.00203,0
BE02502273,OLIVANDE,15-06-2011,,Y,65,500,M,HEAD OFFICE,B,EUR,TRUE,BE,,LIMITED,-1971,,,,0.00328,,,,B,58,500,-1673,,,,,0.00517,0
BE02519719,"GRÉGOIRE, RENAUD",01-09-2011,,Y,42,750,S,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01394,,,,C,42,750,,,,,,0.01394,0
BE02521790,"DE CLERCQ, NILS",01-10-2011,,N,21,0,F,HEAD OFFICE,D,,TRUE,BE,,NON LIMITED,,,,,0.05255,,,,D,21,0,,,,,,0.05255,0
BE02519506,PIEVER,05-09-2011,,Y,67,17500,G,HEAD OFFICE,B,EUR,TRUE,BE,,LIMITED,18144,,,,0.00306,,,,B,67,15000,25197,,,,,0.00306,0
BE02521652,"VANSPRINGEL, KIM",01-10-2011,,N,-4,0,I,HEAD OFFICE,not_scored,,FALSE,BE,,NON LIMITED,,,,,,,,,D,9,0,,,,,,0.12802,0
BE02524696,"BUYSE, JOHANITA",11-10-2011,,Y,42,750,S,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01394,,,,C,42,750,,,,,,0.01394,0
BE02522110,"TACK, ANN-MARIE",01-10-2011,,Y,42,750,S,HEAD OFFICE,C,,TRUE,BE,,NON LIMITED,,,,,0.01394,,,,C,42,750,,,,,,0.01394,0
BE02522773,THUISVERPLEGING SYLVIA,22-09-2011,,Y,70,3000,Q,HEAD OFFICE,B,,TRUE,BE,,LIMITED,,,,,0.00242,,,,B,70,3000,,,,,,0.00242,0
BE02523291,"ROSANO, ALFIO",05-10-2011,,N,9,0,I,HEAD OFFICE,D,,TRUE,BE,,NON LIMITED,,,,,0.12802,,,,D,9,0,,,,,,0.12802,0
BE02523453,BRUSSELS INTERNATIONAL SAILING CLUB,22-09-2011,,Y,77,4500,,HEAD OFFICE,A,,TRUE,BE,,LIMITED,,,,,0.00156,,,,A,77,4500,,,,,,0.00156,0
BE02532772,ALGEMENE BEZETTINGSWERKEN TOM VERHOEVEN,22-11-2011,,Y,48,1000,F,HEAD OFFICE,C,EUR,TRUE,BE,,LIMITED,1907,,,,0.00976,,,,C,39,0,-52574,,,,,0.01738,0
BE02536928,FORTUNAS,22-11-2011,1,Y,66,5000,G,HEAD OFFICE,B,EUR,TRUE,BE,,LIMITED,32306,,,,0.00315,,,,B,66,6500,3500,,,,,0.00315,0
BE02529149,AGARA,17-10-2011,,Y,44,500,L,HEAD OFFICE,C,EUR,TRUE,BE,,LIMITED,-157,,,,0.01269,,,,C,44,500,-157,,,,,0.01269,0
BE02547858,JERALEX,23-01-2012,5,Y,61,2500,G,HEAD OFFICE,B,EUR,TRUE,BE,,LIMITED,-36064,,,,0.00444,BE12692377,NEO BUTCHERS SRL,BEL,B,57,2500,-24962,,,,,0.00558,3
BE02535453,VHTACS,17-11-2011,,Y,74,10500,M,HEAD OFFICE,A,EUR,TRUE,BE,,LIMITED,-22093,,,,0.00194,,,,A,74,12000,5207,,,,,0.00194,0
BE02537934,ROYAL CLUB PETANQUE LIMALOISE,17-11-2011,,Y,73,3000,R,HEAD OFFICE,A,,TRUE,BE,,LIMITED,,,,,0.00201,,,,B,60,1500,,,,,,0.00448,0
BE02544280,ADVOCATENKANTOOR PETER VAN ROMPAEY,22-12-2011,,Y,55,500,M,HEAD OFFICE,B,EUR,TRUE,BE,,LIMITED,-14946,,,,0.00624,,,,B,62,1500,-77642,,,,,0.00415,0
BE02538900,IMMO NATHALIE MEYSMANS,15-12-2011,,Y,73,30000,N,HEAD OFFICE,A,EUR,TRUE,BE,,LIMITED,309291,,,,0.00203,,,,B,53,18000,1111,,,,,0.00722,0
BE02537635,EUROFACTORING,14-12-2011,,N,-8,0,K,HEAD OFFICE,not_scored,EUR,FALSE,BE,,LIMITED,2368,,,,,,,,not_scored,-3,0,2368,,,,,,0
BE02533423,LOGICFLEX,22-11-2011,2,Y,57,5500,F,HEAD OFFICE,B,EUR,TRUE,BE,,LIMITED,-22385,,,,0.00567,,,,C,36,4000,-24376,,,,,0.01999,0
BE02543080,DOKTER BOUMENDIL ARESKI,30-11-2011,,Y,69,36000,Q,HEAD OFFICE,B,EUR,TRUE,BE,,LIMITED,70416,,,,0.00263,,,,A,91,67000,68390,,,,,0.00068,0
